seed,param,value,metal,MAPE_mid,R2
1,max_depth,5,Cd,47.20356179577831,0.9606532951514625
1,max_depth,5,Pb,28.728021742714244,0.9869203847208294
1,max_depth,10,Cd,33.16172531447837,0.962075991076728
1,max_depth,10,Pb,10.43755957586335,0.9875713449949959
1,max_depth,20,Cd,33.106841798941794,0.9621123593335874
1,max_depth,20,Pb,8.986722470238094,0.9879251717643931
1,max_depth,None,Cd,33.106841798941794,0.9621123593335874
1,max_depth,None,Pb,8.986722470238094,0.9879251717643931
1,min_samples_leaf,1,Cd,26.179883498309447,0.9679505612155238
1,min_samples_leaf,1,Pb,10.363006485842291,0.9883216721966307
1,min_samples_leaf,2,Cd,33.161725314478375,0.962075991076728
1,min_samples_leaf,2,Pb,10.43755957586335,0.9875713449949959
1,min_samples_leaf,4,Cd,40.44049794057143,0.9423238922862481
1,min_samples_leaf,4,Pb,11.893645735246157,0.9869427895241376
999,n_estimators,50,Cd,34.602509416165255,0.9612503673161286
999,n_estimators,50,Pb,10.495783234513437,0.9859555872687854
999,n_estimators,100,Cd,35.126740583026816,0.9616215899268189
999,n_estimators,100,Pb,10.272492037005234,0.9856498020957551
999,n_estimators,200,Cd,36.82578137202465,0.9598236732830357
999,n_estimators,200,Pb,9.970367349765029,0.9861656771075065
999,n_estimators,400,Cd,36.809739044915716,0.9594651354113255
999,n_estimators,400,Pb,9.873036320757592,0.9862937476601806
999,max_depth,5,Cd,50.26915327437529,0.9580300827706751
999,max_depth,5,Pb,27.531274828699367,0.9849814268176873
999,max_depth,10,Cd,35.126740583026816,0.9616215899268189
999,max_depth,10,Pb,10.272492037005234,0.9856498020957551
999,max_depth,20,Cd,34.98189742063493,0.9615763046446031
999,max_depth,20,Pb,9.279122916666667,0.985987384005151
999,max_depth,None,Cd,34.98189742063492,0.9615763046446031
999,max_depth,None,Pb,9.279122916666667,0.985987384005151
999,min_samples_leaf,1,Cd,26.472333316332858,0.9702275659571706
999,min_samples_leaf,1,Pb,9.195842831529667,0.9863273247393308
999,min_samples_leaf,2,Cd,35.126740583026816,0.9616215899268189
999,min_samples_leaf,2,Pb,10.272492037005234,0.9856498020957551
999,min_samples_leaf,4,Cd,41.8978025586706,0.9419965096871157
999,min_samples_leaf,4,Pb,12.751310627948897,0.9848221668765553
55,n_estimators,50,Cd,41.895847639915125,0.9426369195428856
55,n_estimators,50,Pb,10.565514180951132,0.9847851041342836
55,n_estimators,100,Cd,40.816606576711926,0.9458309980009463
55,n_estimators,100,Pb,10.452283270745943,0.9848955546514544
55,n_estimators,200,Cd,41.04336572290459,0.9439648498636625
55,n_estimators,200,Pb,10.4429143048947,0.9848436905809503
55,n_estimators,400,Cd,41.09001321577314,0.9429098161439557
55,n_estimators,400,Pb,10.277067896059897,0.9846467502925971
55,max_depth,5,Cd,54.375509402755576,0.9426130402582171
55,max_depth,5,Pb,27.69807225400322,0.9837625805985121
55,max_depth,10,Cd,40.81660657671193,0.9458309980009464
55,max_depth,10,Pb,10.452283270745943,0.9848955546514544
55,max_depth,20,Cd,40.88259930555556,0.9458817531326156
55,max_depth,20,Pb,8.90890421626984,0.9846587690554085
55,max_depth,None,Cd,40.88259930555555,0.9458817531326156
55,max_depth,None,Pb,8.90890421626984,0.9846587690554085
55,min_samples_leaf,1,Cd,32.02212234483903,0.9460165550013089
55,min_samples_leaf,1,Pb,9.945291184339155,0.9850517314781629
55,min_samples_leaf,2,Cd,40.81660657671194,0.9458309980009463
55,min_samples_leaf,2,Pb,10.452283270745943,0.9848955546514544
55,min_samples_leaf,4,Cd,49.30834028743913,0.9345052868977255
55,min_samples_leaf,4,Pb,12.163032995414035,0.9843288385009937
7777,n_estimators,50,Cd,44.143907170586715,0.9558979842349563
7777,n_estimators,50,Pb,10.105112469378941,0.986996637904096
7777,n_estimators,100,Cd,41.56466429104756,0.9577154205797409
7777,n_estimators,100,Pb,9.876571687246733,0.9868288513955908
7777,n_estimators,200,Cd,40.07745504919303,0.9585934932662049
7777,n_estimators,200,Pb,9.7831814613579,0.986935220849834
7777,n_estimators,400,Cd,39.76607517834882,0.9592019117733713
7777,n_estimators,400,Pb,9.735262408036368,0.98683545410785
7777,max_depth,5,Cd,58.06713823336931,0.9555422795986035
7777,max_depth,5,Pb,28.130328018592937,0.9860474687583466
7777,max_depth,10,Cd,41.56466429104756,0.9577154205797409
7777,max_depth,10,Pb,9.876571687246733,0.9868288513955908
7777,max_depth,20,Cd,41.4880878968254,0.9576936546500039
7777,max_depth,20,Pb,8.790398809523811,0.9868028263426718
7777,max_depth,None,Cd,41.4880878968254,0.9576936546500039
7777,max_depth,None,Pb,8.790398809523811,0.9868028263426718
7777,min_samples_leaf,1,Cd,33.74914307906002,0.9642476307699468
7777,min_samples_leaf,1,Pb,9.626733307283349,0.9869973567129482
7777,min_samples_leaf,2,Cd,41.56466429104756,0.9577154205797409
7777,min_samples_leaf,2,Pb,9.87657168724673,0.9868288513955908
7777,min_samples_leaf,4,Cd,49.50618605007934,0.939671915884447
7777,min_samples_leaf,4,Pb,11.544325397756689,0.9859646428316551
