method,noise_type,snr_db,seed,metal,R2,MAPE,MAPE_low,MAPE_mid,MAPE_high
multiscan,baseline,0,505,Pb,0.988249100445986,36.46255080193584,98.3003639621514,9.7764705942527,2.721759973544974
multiscan,baseline,0,606,Cd,0.9636812854004614,33.35090782051379,60.30536117094729,37.85319805612663,7.887336538077313
multiscan,baseline,0,606,Pb,0.9878223324706986,37.1609294005165,99.97658596617237,9.993862635491286,2.925926772486773
multiscan,baseline,0,808,Cd,0.9655977852403568,31.70267838337012,53.36684848793241,39.50764107600503,8.445894834478251
multiscan,baseline,0,808,Pb,0.9867514638118824,37.86915045803088,102.57798349439092,9.805900504389042,2.65395623015873
multiscan,gaussian,30,42,Cd,0.9659289612179952,42.31259844835983,103.38158035818029,12.613330134736348,11.221292399258427
multiscan,gaussian,30,42,Pb,0.9876405888481664,19.43166933323257,46.986798756287016,9.994896078072886,2.7602436507936505
multiscan,gaussian,30,7,Cd,0.9651309765694795,38.37606331807776,90.75119982747894,13.309236327938104,11.441334220336524
multiscan,gaussian,30,7,Pb,0.983612881396736,20.410936336543315,49.96755616556875,9.718906729679656,2.9084395502645504
multiscan,gaussian,30,123,Cd,0.9660968393778336,34.35964415225597,79.68016197522107,12.981095916216288,10.84491145714486
multiscan,gaussian,30,123,Pb,0.9866063023600924,16.738473065886954,39.249947691055965,8.639831049922766,3.378005555555556
multiscan,gaussian,30,2024,Cd,0.9635015697302703,40.60475732431997,95.28144281679684,19.37107683981053,9.196639736928857
multiscan,gaussian,30,2024,Pb,0.9854360640352364,19.80606795875518,46.95886622368522,10.605205200646031,3.312644576719578
multiscan,gaussian,30,88,Cd,0.9695199721184108,36.32584872320807,82.23327803408932,17.091913154955655,10.892281342975288
multiscan,gaussian,30,88,Pb,0.9875509763297036,20.3102546574702,48.39904247887733,11.299024922472132,2.910417962962964
multiscan,gaussian,30,314,Cd,0.9686111646754042,43.46234428747932,102.1497702901204,20.13989733193881,10.104453922305416
multiscan,gaussian,30,314,Pb,0.9874219571952644,21.936404537054106,54.25118846904893,10.069970514943313,2.918373941798942
multiscan,gaussian,30,1,Cd,0.9661920792908164,41.349270832900174,98.50399169107313,13.805949334390204,12.082551116762712
multiscan,gaussian,30,1,Pb,0.9869964287730288,24.52892086137157,61.93991458415655,9.648074126931848,3.2736572486772486
multiscan,gaussian,30,999,Cd,0.973481655465039,37.5265369382532,88.92021986624351,13.916419897525756,10.438545858746233
multiscan,gaussian,30,999,Pb,0.9856148113399552,24.62138365915364,61.11699226238187,11.38221946527738,3.034485952380953
multiscan,gaussian,30,55,Cd,0.9649409708658628,38.60220693666823,87.75768319390264,20.61402964657305,9.631428249036343
multiscan,gaussian,30,55,Pb,0.986070483607199,18.809864126264213,45.796090899531045,8.53548180939445,3.170930026455027
multiscan,gaussian,30,7777,Cd,0.96996294921603,43.83918926497567,101.5439513179438,21.760681316947284,10.470892852854483
multiscan,gaussian,30,7777,Pb,0.9861584772168196,19.10429963685091,45.6830311842936,10.064290213379463,2.9820296296296296
multiscan,gaussian,30,13,Cd,0.9664553529471428,40.890248370211225,93.30475812653984,18.592483123644307,12.076667070982005
multiscan,gaussian,30,13,Pb,0.9863281774317164,21.142923576625115,51.84535921602973,10.024602170084814,2.969774814814815
multiscan,gaussian,30,21,Cd,0.975005581848497,40.62870917265512,94.3520813049789,20.666158797085608,9.167599312764947
multiscan,gaussian,30,21,Pb,0.987651172791655,20.68053337787288,51.023097869136734,9.408690886157933,2.9096246296296298
multiscan,gaussian,30,34,Cd,0.9694548761452952,38.70209274122466,93.66500094495709,12.510344361056555,10.360834824893043
multiscan,gaussian,30,34,Pb,0.9862366414800406,19.159137633502425,45.63526890434781,9.901745272977132,3.2672898148148146
multiscan,gaussian,30,101,Cd,0.9524622979642484,39.040662910927175,87.57985252161478,18.32751373872979,12.400104350152429
multiscan,gaussian,30,101,Pb,0.9855896703751684,18.43709488316391,44.33972552162716,9.23554771935452,2.985934126984126
multiscan,gaussian,30,202,Cd,0.9653403389755612,40.91141603536631,95.18855633728522,19.67145278531794,9.84044128379946
multiscan,gaussian,30,202,Pb,0.986921245783857,24.313530337770136,61.89687940799068,9.43785954633216,2.9111866402116404
multiscan,gaussian,30,303,Cd,0.9757706995135405,34.69848099192169,82.04345054357324,13.790787596912946,9.182801962217896
multiscan,gaussian,30,303,Pb,0.9838158478186608,22.658690419839125,55.17633684530023,10.8575727796762,3.428063492063492
multiscan,gaussian,30,404,Cd,0.9636058332384934,39.46494860604574,82.22998084089748,27.525917369658217,11.78677590126098
multiscan,gaussian,30,404,Pb,0.9866694834313804,18.433024753324947,43.49060054439119,9.80146972384465,3.306081613756614
multiscan,gaussian,30,505,Cd,0.9762834318341638,41.29261435434359,96.89796792714436,20.342884074395204,8.92130656364187
multiscan,gaussian,30,505,Pb,0.988274470896486,23.020701858061155,58.503705237588,8.878063515982452,2.879957936507936
multiscan,gaussian,30,606,Cd,0.9489573824184008,44.393659031627855,100.74918433909752,18.575578415485605,14.642775019497956
multiscan,gaussian,30,606,Pb,0.9879956444357956,21.12953449422136,52.239133197091775,9.497758571251088,2.9593861904761902
multiscan,gaussian,30,808,Cd,0.9688230554740808,38.05260908680228,81.77415099188286,22.72585323133043,11.835828069549708
multiscan,gaussian,30,808,Pb,0.9874294904118536,22.62364525710259,57.47434897394503,8.734180718925648,2.841035185185185
multiscan,student_t,30,42,Cd,0.9754130679914856,38.472513264680494,90.21016577630832,17.477077231460385,9.354760193804028
multiscan,student_t,30,42,Pb,0.9882331002889354,23.90524499011383,61.223212342806434,8.911705030450571,2.8026321693121683
multiscan,student_t,30,7,Cd,0.9712436275935028,38.75305624549608,90.18271286134684,15.878886041094956,11.144455868554516
multiscan,student_t,30,7,Pb,0.9833846576814512,22.13918292352048,53.5026856927537,11.537386188529489,3.070795105820106
multiscan,student_t,30,123,Cd,0.9676559274460385,37.91233734997619,88.1705930090874,15.733546344613757,10.8163183042918
multiscan,student_t,30,123,Pb,0.9873839076745536,17.2709317665932,40.705514066388425,8.996294240151672,3.2585382010582014
multiscan,student_t,30,2024,Cd,0.9683596662442664,40.1822591406819,94.82136178831632,15.311399191890173,11.230246900181038
multiscan,student_t,30,2024,Pb,0.9849680456211146,22.70506122253174,56.2419857413426,9.52909679273641,3.5416004100529106
multiscan,student_t,30,88,Cd,0.9645364014437358,43.98033459526044,101.69866665747732,19.834839115741605,11.9787215297589
multiscan,student_t,30,88,Pb,0.9863346991383728,27.562314241348044,69.77572412940852,11.31862046551674,3.213601851851852
multiscan,student_t,30,314,Cd,0.9759195854678104,39.91475697439932,95.07774546512373,16.00456160812196,9.885730142980544
multiscan,student_t,30,314,Pb,0.9871067250876588,23.51404149683664,58.548365341626365,10.47301826150127,3.012787116402116
multiscan,student_t,30,1,Cd,0.9652925276001368,58.15970536389007,146.22849484194327,17.317575044803885,11.997134344903197
multiscan,student_t,30,1,Pb,0.9857544853455588,20.799676650110683,48.92208832417718,11.770979612058682,3.3834649470899465
multiscan,student_t,30,999,Cd,0.9754797161717405,33.68750758708453,79.68000075879084,13.924429258557252,8.535815496347473
multiscan,student_t,30,999,Pb,0.985541849434144,24.14707043593745,60.18982045091901,10.674519840957975,3.0931458201058204
multiscan,student_t,30,55,Cd,0.967765235762874,36.72057302355986,89.10837087190265,12.35591880568474,9.307177628524297
multiscan,student_t,30,55,Pb,0.9853944351388636,20.22160748521977,48.39708335649313,10.166808675545049,3.4452434656084656
multiscan,student_t,30,7777,Cd,0.974863605513454,36.27302043100244,86.31314216877746,14.359421160210072,9.18198516338484
multiscan,student_t,30,7777,Pb,0.9851991268821232,20.62004064219262,49.78469563594621,10.439607863289575,3.103116666666667
multiscan,student_t,30,13,Cd,0.9672202032531524,39.14918155278584,94.33611170904877,11.74559596196448,11.429130149780958
multiscan,student_t,30,13,Pb,0.9867159416301154,25.95865961765391,65.72351826484962,10.649638512917926,3.027291481481481
multiscan,student_t,30,21,Cd,0.9679872632052348,54.725868453772655,137.7290421323296,15.95804010796414,11.401775952180882
multiscan,student_t,30,21,Pb,0.9858476457531302,18.45796900728359,44.20409373849268,9.059882477213504,3.268256084656084
multiscan,student_t,30,34,Cd,0.972504065564432,37.67643024821277,90.67147427081964,13.357911335347104,9.726239504617476
multiscan,student_t,30,34,Pb,0.9871074890009972,20.46139313289857,49.22313170314882,10.332721524195522,3.2457253968253967
multiscan,student_t,30,101,Cd,0.9669325993054416,35.60030472253003,83.3585152424006,16.12013328356011,8.788576915284516
multiscan,student_t,30,101,Pb,0.9857178458858324,22.96674835821214,57.13891633606395,10.317429574009234,2.9228208994709
multiscan,student_t,30,202,Cd,0.9605856869081414,41.39327081891945,100.3991239280827,13.519081576168528,10.804519389784025
multiscan,student_t,30,202,Pb,0.9878485877973904,26.82832731844173,69.4206570426025,9.640241458363644,2.793443121693122
multiscan,student_t,30,303,Cd,0.9765657637341892,33.446646267297254,80.18224758792576,12.96735957906808,8.153169625592945
multiscan,student_t,30,303,Pb,0.9841402211045992,22.32682183317287,53.32527157047845,11.831816816062094,3.491450396825397
multiscan,student_t,30,404,Cd,0.975096368255666,36.71811146822886,85.25329134859756,17.824825711491584,8.867652072413104
multiscan,student_t,30,404,Pb,0.9874688789651528,21.46572916732979,52.41373865620354,10.169790104851332,3.2063473015873014
multiscan,student_t,30,505,Cd,0.9658094432332324,42.52576277546628,101.05980955961728,14.699057306795437,12.29852743445433
multiscan,student_t,30,505,Pb,0.9867956676520184,15.871145763427098,37.18276988873445,8.551918180504982,2.990944047619047
multiscan,student_t,30,606,Cd,0.9709554504204926,45.58043221221613,112.08305213205946,17.71000204697068,8.741869055843653
multiscan,student_t,30,606,Pb,0.9886200452416168,17.69945423656349,41.55334441532054,9.846268502883044,3.056669576719577
multiscan,student_t,30,808,Cd,0.976221199628772,36.42695216543697,86.52382880842862,15.770920371630888,8.450242825481318
multiscan,student_t,30,808,Pb,0.9863581490474426,18.04010235420744,43.08122780703442,9.673144109167378,2.750469973544973
multiscan,pink,30,42,Cd,0.963957479543376,35.326829437891924,78.41084055704795,17.246324189696974,11.47715700405852
multiscan,pink,30,42,Pb,0.9835527808421612,19.4782622956793,46.05825304131974,11.05069786270327,2.946646296296297
multiscan,pink,30,7,Cd,0.9606625065257308,35.91945478306201,82.35260091849423,14.087125160366416,11.780052751998872
multiscan,pink,30,7,Pb,0.9845847799210852,20.04487703514491,47.71281016849409,11.68238648863612,2.563259788359788
multiscan,pink,30,123,Cd,0.957986912529444,36.84996087484319,81.50245021786998,16.153788916308518,13.437001061343986
multiscan,pink,30,123,Pb,0.9862530812959812,18.726712201756108,44.15778562666736,10.366908167695644,3.107353703703703
multiscan,pink,30,2024,Cd,0.9552449249511296,34.5281627700493,77.41151798565099,11.652278342824433,14.042623041864458
multiscan,pink,30,2024,Pb,0.987609619655301,18.04159729238939,42.96418367772208,9.313544773117162,3.0914769841269845
multiscan,pink,30,88,Cd,0.952345748075685,36.41063584579776,80.28871663392363,17.217159792038544,12.641219224865678
multiscan,pink,30,88,Pb,0.9870193327485948,15.266719862538872,34.97402738322516,9.117148787235346,2.9436776455026448
multiscan,pink,30,314,Cd,0.955887918052686,50.8146559326073,125.32264667590704,11.836011623735953,14.710426519105104
multiscan,pink,30,314,Pb,0.986985059676045,19.610131287992665,47.26141394844519,10.670758227749346,2.5269777777777778
multiscan,pink,30,1,Cd,0.9504208438585018,49.44401902810813,116.85679380280538,17.600436660199865,14.49576162779926
multiscan,pink,30,1,Pb,0.98611566375749,19.59672635300081,46.58190682895273,10.98766667645101,2.848449074074075
multiscan,pink,30,999,Cd,0.9614762877519444,36.37280367645353,86.69427767774675,13.219729466502516,9.8736248153432
multiscan,pink,30,999,Pb,0.984574913620876,17.399370889068305,39.902826866581385,10.714210425382587,3.1032645502645497
multiscan,pink,30,55,Cd,0.9539784237713462,31.047291054964955,67.05994965799341,10.67690443290398,14.61699996714854
multiscan,pink,30,55,Pb,0.9853032286985172,21.684305482691656,52.81236988037049,10.432787971535348,3.245263492063492
multiscan,pink,30,7777,Cd,0.9550389029498064,34.42133626312353,77.67661056807394,15.920435742728232,10.709208022595034
multiscan,pink,30,7777,Pb,0.9861315899979302,17.719767525211974,40.63544696916535,11.351970698564408,2.868565873015873
multiscan,pink,30,13,Cd,0.9582492153573546,36.792897416232606,81.07101171167011,18.57087255588947,12.04248541026344
multiscan,pink,30,13,Pb,0.9867412594310468,17.946792526619827,42.136942952126056,10.65596828466679,2.648883333333333
multiscan,pink,30,21,Cd,0.967012898946191,38.427948238245605,90.67183422735108,11.501747546566136,12.842177041777385
multiscan,pink,30,21,Pb,0.9866551502045454,22.822580481609847,55.49782312284146,12.291101791373997,2.6141974074074072
multiscan,pink,30,34,Cd,0.9626495940500338,34.88957748637878,79.82010197590195,10.2368630793837,13.882616683106225
multiscan,pink,30,34,Pb,0.984670517939856,17.637195220125694,39.957086597141306,11.30925874967963,3.2559100529100524
multiscan,pink,30,101,Cd,0.9508237162296964,37.13988514703182,85.39765098937845,13.400831280957563,12.751116189125804
multiscan,pink,30,101,Pb,0.9869774516159374,17.545970422164576,42.8789395190036,8.753574208172171,2.2967603174603166
multiscan,pink,30,202,Cd,0.9660206656828648,33.873038827098924,78.91046656351507,13.045939176081818,10.226582147430207
multiscan,pink,30,202,Pb,0.9872258057432116,17.989688501958955,42.4445885786276,10.431061040013969,2.649690079365079
multiscan,pink,30,303,Cd,0.9615481083490915,35.052158870861945,79.69291595623191,14.767257610647214,11.374795473196787
multiscan,pink,30,303,Pb,0.9874071715740173,18.22314281465709,42.904875542870926,11.090986959708784,2.409802777777778
multiscan,pink,30,404,Cd,0.9558451799319146,34.9719775007116,77.60886138489722,15.959821291856638,12.11601173646022
multiscan,pink,30,404,Pb,0.9873705389619936,18.02398864097215,43.27792130436728,9.739883550964253,2.5017814814814816
multiscan,pink,30,505,Cd,0.9639306191608542,37.059540947478204,88.52016677443088,14.289898089090215,9.355447997276302
multiscan,pink,30,505,Pb,0.987024079344886,15.863675723243045,37.31287348096867,8.93301373793472,2.609785582010582
multiscan,pink,30,606,Cd,0.9613722061387796,36.42241501377539,77.04683562199327,20.33747798110325,13.292022528708602
multiscan,pink,30,606,Pb,0.981045397483142,18.13046627932613,42.1213163660068,10.600689201075598,3.157942592592592
multiscan,pink,30,808,Cd,0.9696711263097896,39.773458014294526,93.97378983654764,15.087926204285363,11.063536035756355
multiscan,pink,30,808,Pb,0.9873909470509432,16.216320540402982,38.35722284710304,9.351410173981586,2.342175529100529
multiscan,hetero,30,42,Cd,0.9751513710414068,37.42286341144446,90.5694808331076,13.901089005530466,8.815198497334489
multiscan,hetero,30,42,Pb,0.9871220305209668,19.47236497714009,47.32288445384788,9.540778374743264,2.884656481481481
multiscan,hetero,30,7,Cd,0.9757289143261664,37.75282321039884,90.34962450496272,15.389656880588335,8.830933018135932
multiscan,hetero,30,7,Pb,0.984332836961892,20.01986498796084,48.50551383325583,10.182054191061116,2.840364814814816
multiscan,hetero,30,123,Cd,0.9600554778344804,35.99184929023363,80.23628659006498,13.795293025729274,13.919189050043755
multiscan,hetero,30,123,Pb,0.9867758122980156,14.642756537609705,34.15171176255557,7.466103066810183,3.1697294973544974
multiscan,hetero,30,2024,Cd,0.9626965732172444,42.50043283624112,102.17673915717516,13.859555277481157,11.86409594130273
multiscan,hetero,30,2024,Pb,0.9857029248920406,18.73977631443385,43.87566657322068,9.95116962926777,3.6522722222222215
multiscan,hetero,30,88,Cd,0.9686970176065396,40.89933785369381,89.42636563466544,24.909336661977942,11.120148830694683
multiscan,hetero,30,88,Pb,0.9876970198267372,21.41173621637257,51.76773942815996,11.071887518260723,3.00829933862434
multiscan,hetero,30,314,Cd,0.9718529641535428,41.50905804509758,98.6268093554256,17.508359961644906,9.91139734212603
multiscan,hetero,30,314,Pb,0.9872603271283112,24.21157318752136,62.04395390770016,9.011644568579866,2.817875
multiscan,hetero,30,1,Cd,0.9741517066573148,42.690756112259706,103.67728450171847,16.631618679175887,9.24140740976662
multiscan,hetero,30,1,Pb,0.9870810665502894,21.32109932518688,52.72842516342944,9.64125434849734,2.9348911111111105
multiscan,hetero,30,999,Cd,0.9737472749611098,38.874870887241386,92.1207664079586,17.308159120620783,8.881099131057459
multiscan,hetero,30,999,Pb,0.9860591302648748,23.559491866945205,58.16702120962552,11.00931076679042,3.086671481481481
multiscan,hetero,30,55,Cd,0.964999338378524,35.90079868814656,79.83560215348673,20.23377423167668,9.73314543800968
multiscan,hetero,30,55,Pb,0.9864640120376352,20.10738944224147,48.898548615023095,9.48214686184885,3.198251851851853
multiscan,hetero,30,7777,Cd,0.964885778472472,45.93828067031701,104.3008882746031,23.95518261111123,11.958173039549129
multiscan,hetero,30,7777,Pb,0.98585721884513,17.900385200578757,43.13193131075722,8.503567268485735,3.138642063492063
multiscan,hetero,30,13,Cd,0.9775776138667336,40.08441769591143,98.05009031471678,14.878180827756742,8.583848425676745
multiscan,hetero,30,13,Pb,0.9865891384725898,18.709202302327643,45.43384010488359,9.215427947068616,2.767853703703704
multiscan,hetero,30,21,Cd,0.9702208942381538,42.34277704376183,91.61567440174647,27.81758494678609,10.965490643425106
multiscan,hetero,30,21,Pb,0.988378528716498,19.78675089075302,48.74277419696284,9.0704880147552,2.8009067195767194
multiscan,hetero,30,34,Cd,0.9685599474187944,43.6198454613062,107.20026965924148,13.465070508620766,10.739341931483766
multiscan,hetero,30,34,Pb,0.9852376591392282,19.61152731770767,47.09957925475844,9.521281547558896,3.431647883597884
multiscan,hetero,30,101,Cd,0.97111234805253,40.2366989962733,96.63988028800294,15.616123384310065,9.647764994474112
multiscan,hetero,30,101,Pb,0.9862726837996092,18.298717670814035,44.513746650937854,8.38827878521364,3.059819444444444
multiscan,hetero,30,202,Cd,0.960941578175823,39.291847272345066,86.70743033479829,21.329247571335408,11.753927854307149
multiscan,hetero,30,202,Pb,0.9835087438240708,22.16871236747313,54.58865113837288,10.00882122489943,3.2586908201058216
multiscan,hetero,30,303,Cd,0.9677695506089588,37.847084233041855,88.73717686086995,13.833162230905014,11.44795504460968
multiscan,hetero,30,303,Pb,0.985201056621945,22.655259548419533,54.87508329996464,11.372982872093644,3.326924206349206
multiscan,hetero,30,404,Cd,0.9745432858806596,37.03174185124648,89.31211399360781,14.173508253860666,8.703587464202599
multiscan,hetero,30,404,Pb,0.9870468155828098,19.137541032481824,45.1611022795941,10.50171074453645,3.2084601851851846
multiscan,hetero,30,505,Cd,0.9718645241869132,50.5043177577676,122.45969585803176,22.01865344838672,9.53194554713475
multiscan,hetero,30,505,Pb,0.987431263034249,23.246312758193344,58.69165084678718,9.487312459344237,2.881197883597882
multiscan,hetero,30,606,Cd,0.9721166760110328,32.313299216375775,74.688514360856,13.952077310927995,9.241434532940763
multiscan,hetero,30,606,Pb,0.9876029710306152,20.377202958414514,49.58540408329912,9.794749720089268,3.09200417989418
multiscan,hetero,30,808,Cd,0.9713952148876522,45.80666808893994,105.51161574692152,25.43583689578335,9.633099169393027
multiscan,hetero,30,808,Pb,0.9869039719873436,20.439208138991944,50.77996363484634,8.805489866550754,2.9110574074074065
multiscan,gaussian_pink,30,42,Cd,0.9552013222388894,39.62693937534464,90.51949264280329,16.232865562859832,12.812527527452303
multiscan,gaussian_pink,30,42,Pb,0.985174323249621,23.130247389731863,56.83581754227136,11.44062522809975,2.835353703703704
multiscan,gaussian_pink,30,7,Cd,0.9616117392557504,36.86451846405097,85.47609997646609,12.84170226835623,12.370078000834871
multiscan,gaussian_pink,30,7,Pb,0.9851136626728384,20.94596095993188,50.88592120949762,10.731642365650297,2.8055398148148143
multiscan,gaussian_pink,30,123,Cd,0.9576246875115388,42.039219412520985,98.46042921701304,13.841161885430024,13.82024959350493
multiscan,gaussian_pink,30,123,Pb,0.9859808498861592,23.35446485142364,57.73878974311036,10.520781252045944,3.2566498412698413
multiscan,gaussian_pink,30,2024,Cd,0.9650181435498374,46.31417081471949,110.15030472871308,20.26176558375769,10.485662707032716
multiscan,gaussian_pink,30,2024,Pb,0.9859832706894728,22.544578984011544,56.0229724388749,9.67447587954491,3.225986507936508
multiscan,gaussian_pink,30,88,Cd,0.9695972060571414,37.37803579695862,88.97292093850554,13.504780162216356,10.29780193549767
multiscan,gaussian_pink,30,88,Pb,0.9876668748787606,20.284731139025773,48.984504384474135,10.843897203452393,2.6621427248677247
multiscan,gaussian_pink,30,314,Cd,0.9672589188382192,41.4727347144478,97.19062148418988,14.585694721863865,12.965855734718696
multiscan,gaussian_pink,30,314,Pb,0.986225368575393,24.11028376968672,60.28857353552914,10.719177177231243,2.8891133597883614
multiscan,gaussian_pink,30,1,Cd,0.9699585114510836,46.70404793195722,113.54602322750696,12.659391797990263,13.69883927497708
multiscan,gaussian_pink,30,1,Pb,0.9842217696159328,19.50580006944112,45.94960512821437,11.224817024739428,2.989951216931217
multiscan,gaussian_pink,30,999,Cd,0.9503151815502088,42.2794069378987,99.37180753588706,19.992678316995907,9.56022552017694
multiscan,gaussian_pink,30,999,Pb,0.9853315064925772,22.89650532713216,55.96893210052031,11.512874493952332,2.9252369047619045
multiscan,gaussian_pink,30,55,Cd,0.958627905414801,37.86721438316712,86.58520044530134,13.102683461012225,13.778579946158564
multiscan,gaussian_pink,30,55,Pb,0.9863336674961012,23.489709790113192,59.18431486410508,9.457520315332811,3.0989985449735444
multiscan,gaussian_pink,30,7777,Cd,0.9625021715023008,43.70787061923875,97.66177818202144,21.395214708372777,13.621384924163824
multiscan,gaussian_pink,30,7777,Pb,0.9843506857219834,19.693225614038177,48.03276954430567,9.390174201626166,2.945639947089948
multiscan,gaussian_pink,30,13,Cd,0.961005622240505,41.64356893008873,97.53958208160904,12.21715873645946,14.68116476624131
multiscan,gaussian_pink,30,13,Pb,0.9858757069453769,27.6638743778516,70.85089411059184,10.830125961243368,2.897190211640212
multiscan,gaussian_pink,30,21,Cd,0.9643124337965312,44.515928709555816,106.55181904914448,17.354958173538922,10.92666711724319
multiscan,gaussian_pink,30,21,Pb,0.9865790186410576,23.042769115321345,56.46531658346631,11.74790381026502,2.7205564285714288
multiscan,gaussian_pink,30,34,Cd,0.9645883802220998,40.653415922660365,95.51850831172015,15.828866281695577,11.482205359087054
multiscan,gaussian_pink,30,34,Pb,0.9855045337584803,24.46388308931556,60.76442863578146,11.196143845762077,3.058587962962963
multiscan,gaussian_pink,30,101,Cd,0.9699043077276964,35.53302879811528,84.21572619827468,10.920787475475006,11.37227517974261
multiscan,gaussian_pink,30,101,Pb,0.9861822431869344,23.19356555498804,56.461331730329526,12.26942878734084,2.7531849206349213
multiscan,gaussian_pink,30,202,Cd,0.9622971718550202,38.043196611971474,86.79522924757092,14.858896612330405,12.872702748732683
multiscan,gaussian_pink,30,202,Pb,0.9857360082317116,22.511983517292563,55.446781947333406,10.84752575568036,2.842623333333333
multiscan,gaussian_pink,30,303,Cd,0.964377503045811,38.60694551500656,83.74582572572444,24.33902363469533,10.503159926282468
multiscan,gaussian_pink,30,303,Pb,0.9860013991345608,22.644334480829706,55.09185714409972,11.270433666637537,3.1873328042328044
multiscan,gaussian_pink,30,404,Cd,0.9570994961438164,36.46180331587739,81.78662972047199,16.649328069015777,11.899431476622969
multiscan,gaussian_pink,30,404,Pb,0.9874123153432258,21.11967604893284,51.704513814252905,10.473312756951865,2.7298867724867724
multiscan,gaussian_pink,30,505,Cd,0.974752109718142,38.87611348044016,92.83430903286472,14.515687905513111,10.151234236704392
multiscan,gaussian_pink,30,505,Pb,0.9869592216080976,23.896501199880333,60.85275532744803,9.3972379196063,2.7657982804232804
