metal,condition,seed,feature,group,perm,builtin,shap
Pb,augmented,7,pos_std,std,0.023136934119107323,0.00014826633602393573,
Pb,augmented,7,wid_mean,mean,0.3275745232327064,0.0026551645391924635,
Pb,augmented,7,wid_std,std,0.25549829700775584,0.0006806459277113232,
Pb,augmented,7,area_mean,mean,2.63108198675422,0.023162202686872743,
Pb,augmented,7,area_std,std,0.03864272224286184,0.011034053761399949,
Pb,augmented,7,skew_mean,mean,0.05977177762337642,0.003695714707835839,
Pb,augmented,7,skew_std,std,0.06761545429475982,0.0029451282414708567,
Pb,augmented,7,snr_mean,mean,3.6056652523679853,0.04314903113811115,
Pb,augmented,7,snr_std,std,0.03307056399976796,0.007582212163739017,
Pb,augmented,7,bl_mean,mean,0.025666661715066853,0.003145457404175219,
Pb,augmented,7,bl_std,std,0.780861976045258,0.004799280034908637,
Pb,augmented,7,amp_cv,cv,0.008100290662564222,7.899205088518598e-05,
Pb,augmented,7,pos_cv,cv,0.00571638464627375,8.453411303095391e-05,
Pb,augmented,7,area_cv,cv,0.0063724786430347765,0.00014703764702836219,
Cd,clean,123,amp_mean,mean,1.3080170094627068,0.0040704719996361,
Cd,clean,123,amp_std,std,0.13526289295179955,0.0025234375084571947,
Cd,clean,123,pos_mean,mean,0.11599925611242154,0.0005537431977061757,
Cd,clean,123,pos_std,std,0.00899611294667354,0.00023906301084891156,
Cd,clean,123,wid_mean,mean,20.13742186430148,0.7057225132347291,
Cd,clean,123,wid_std,std,0.0,0.0019612269649068024,
Cd,clean,123,area_mean,mean,0.8666904720184391,0.006356155413865608,
Cd,clean,123,area_std,std,0.004337007254899139,0.0010499641694477555,
Cd,clean,123,skew_mean,mean,0.7830643883226983,0.015208970891726292,
Cd,clean,123,skew_std,std,0.03993877021433927,0.0063915064391851,
Cd,clean,123,snr_mean,mean,2.7425284905957996,0.009670630687007643,
Cd,clean,123,snr_std,std,0.053395876684215235,0.0006023892491030698,
Cd,clean,123,bl_mean,mean,5.753175162816664,0.24183356663342692,
Cd,clean,123,bl_std,std,0.032081115395559044,0.0010405484972235053,
Cd,clean,123,amp_cv,cv,0.07418526850220718,0.000914125695173809,
Cd,clean,123,pos_cv,cv,0.03971870053267247,0.00032935220361433913,
Cd,clean,123,area_cv,cv,0.002944440107678159,0.001532334203941692,
Cd,augmented,123,amp_mean,mean,1.8905432858731441,0.00684150867619112,
Cd,augmented,123,amp_std,std,0.5987596696112838,0.013161628175681162,
Cd,augmented,123,pos_mean,mean,0.22859241364974964,0.0015453507918540233,
Cd,augmented,123,pos_std,std,0.00947688185883685,0.0001877973572027655,
Cd,augmented,123,wid_mean,mean,21.350895421960455,0.6889885914382154,
Cd,augmented,123,wid_std,std,0.006030679012345686,0.002192768600041168,
Cd,augmented,123,area_mean,mean,1.7412193329680536,0.012331482938714805,
Cd,augmented,123,area_std,std,1.1262999076596443,0.015270378075172439,
Cd,augmented,123,skew_mean,mean,0.3839837936493181,0.014857985182300694,
Cd,augmented,123,skew_std,std,0.07857293374924938,0.0008175408981597236,
Cd,augmented,123,snr_mean,mean,0.349526347520277,0.009468015352844545,
Cd,augmented,123,snr_std,std,0.02390557171849429,0.0008626852607023023,
Cd,augmented,123,bl_mean,mean,4.607261837962676,0.22970136576073633,
Cd,augmented,123,bl_std,std,0.1291632819017739,0.0012027071017353282,
Cd,augmented,123,amp_cv,cv,0.003412341230421767,0.0004019277602014711,
Cd,augmented,123,pos_cv,cv,0.011395937301806025,0.0004754943442493552,
Cd,augmented,123,area_cv,cv,0.008031301830701065,0.0016927722859973948,
Pb,clean,123,amp_mean,mean,14.947719885944915,0.8451650994217931,
Pb,clean,123,amp_std,std,0.010722362703884523,0.0005457348009712559,
Pb,clean,123,pos_mean,mean,0.16139685014562002,0.01050592779243639,
Pb,clean,123,pos_std,std,2.308641975332093e-06,0.00016273864171158578,
Pb,clean,123,wid_mean,mean,0.19552631551398372,0.00220996310751428,
Pb,clean,123,wid_std,std,0.0008932469135802701,0.00048762450805913245,
Pb,clean,123,area_mean,mean,2.5838668042049475,0.027576045038307063,
Pb,clean,123,area_std,std,0.017160952148008748,0.002869912686239183,
Pb,clean,123,skew_mean,mean,0.0999617549497383,0.0073267744754733155,
Pb,clean,123,skew_std,std,0.18251668212189368,0.001200766251142627,
Pb,clean,123,snr_mean,mean,3.6569676412642003,0.07913363878424638,
Pb,clean,123,snr_std,std,0.016887047367276746,0.0016997650942649951,
Pb,clean,123,bl_mean,mean,0.0641641223200039,0.0054045063073152825,
Pb,clean,123,bl_std,std,0.021708622574649485,0.012709077016839683,
Pb,clean,123,amp_cv,cv,0.02385250110679068,0.000227874531060137,
Pb,clean,123,pos_cv,cv,0.0,0.00012283859377374524,
Pb,clean,123,area_cv,cv,0.8255937801742717,0.002651712948851866,
Pb,augmented,123,amp_mean,mean,14.72863099883617,0.8052048125578176,
Pb,augmented,123,amp_std,std,0.06354640207915298,0.0007505291664776533,
Pb,augmented,123,pos_mean,mean,0.19262638973793925,0.010273847663810055,
Pb,augmented,123,pos_std,std,1.4589279516909293,0.0030406633471681695,
Pb,augmented,123,wid_mean,mean,0.040842396052782795,0.003460327790691,
Pb,augmented,123,wid_std,std,0.0026410382716049396,0.00074688722184998,
Pb,augmented,123,area_mean,mean,2.5607934366483387,0.026628055275933166,
Pb,augmented,123,area_std,std,0.04598940082925924,0.009283884877868569,
Pb,augmented,123,skew_mean,mean,0.00602342903268116,0.005012954762061079,
Pb,augmented,123,skew_std,std,0.07127095709228919,0.0024563765004204426,
Pb,augmented,123,snr_mean,mean,3.79376149477055,0.11822873278505287,
Pb,augmented,123,snr_std,std,0.019508450406372932,0.0012915363221862048,
Pb,augmented,123,bl_mean,mean,0.026580889646710786,0.003944687795009492,
Pb,augmented,123,bl_std,std,0.0718000107150115,0.008643151409261939,
Pb,augmented,123,amp_cv,cv,0.028031940022301593,0.00018568213317460898,
Pb,augmented,123,pos_cv,cv,0.03750550754234446,0.00019829725073898063,
Pb,augmented,123,area_cv,cv,0.03166492262096469,0.0006495731404781226,
Cd,clean,2024,amp_mean,mean,0.4020629077117094,0.0022297407936798623,
Cd,clean,2024,amp_std,std,0.015103378846597825,0.000641669728881599,
Cd,clean,2024,pos_mean,mean,0.15057559560322514,0.0007033747446638319,
Cd,clean,2024,pos_std,std,0.0,0.0002899829630109618,
Cd,clean,2024,wid_mean,mean,20.58655862448702,0.6714589238927224,
Cd,clean,2024,wid_std,std,0.0,0.0028743069927336484,
Cd,clean,2024,area_mean,mean,0.8050645071675453,0.014114084457863543,
Cd,clean,2024,area_std,std,0.0035533969071012473,0.0016173737698707933,
Cd,clean,2024,skew_mean,mean,0.835929147278087,0.03238402019812939,
Cd,clean,2024,skew_std,std,0.0529699422736335,0.003664438331567785,
Cd,clean,2024,snr_mean,mean,0.49072468619730436,0.0029068483946838395,
Cd,clean,2024,snr_std,std,0.0782652261643659,0.0007253710319928138,
Cd,clean,2024,bl_mean,mean,7.759313973560222,0.2620119473824982,
Cd,clean,2024,bl_std,std,0.05240664919912408,0.0014924027326687652,
Cd,clean,2024,amp_cv,cv,0.01873820505199762,0.0012937214731882243,
Cd,clean,2024,pos_cv,cv,0.004438851411063566,0.0005496559376390323,
Cd,clean,2024,area_cv,cv,0.013880385117966493,0.0010421371742053804,
Cd,augmented,2024,amp_mean,mean,0.43645705257425116,0.0023318714259606354,
Cd,augmented,2024,amp_std,std,0.31041543699219465,0.025025061014334382,
Cd,augmented,2024,pos_mean,mean,0.10310525383379354,0.0013365456063330961,
Cd,augmented,2024,pos_std,std,0.003925338124382028,0.0003810849968792209,
Cd,augmented,2024,wid_mean,mean,20.604190746789,0.5888736335701125,
Cd,augmented,2024,wid_std,std,0.016844768545392536,0.008746984471905877,
Cd,augmented,2024,area_mean,mean,1.378075519943727,0.04177321398733064,
Cd,augmented,2024,area_std,std,0.6185124506795772,0.03213443539477525,
Cd,augmented,2024,skew_mean,mean,0.4776884739541087,0.024252186824235893,
Cd,augmented,2024,skew_std,std,0.06336836887629678,0.0016821690764671539,
Cd,augmented,2024,snr_mean,mean,0.30790412276544143,0.0029621472489640417,
Cd,augmented,2024,snr_std,std,0.037235873938493945,0.0004577400529637172,
Cd,augmented,2024,bl_mean,mean,5.0535519714916335,0.26549023870819316,
Cd,augmented,2024,bl_std,std,0.15006803516867978,0.0016568430366751233,
Cd,augmented,2024,amp_cv,cv,0.0035309020009355483,0.00046345121590129807,
Cd,augmented,2024,pos_cv,cv,0.01821152292198221,0.0006817795345072576,
Cd,augmented,2024,area_cv,cv,0.012073064835657992,0.0017506138344609418,
Pb,clean,2024,amp_mean,mean,14.387528948858906,0.8731484056592512,
Pb,clean,2024,amp_std,std,0.07794841302398188,0.0006377658082574407,
Pb,clean,2024,pos_mean,mean,0.264289638601089,0.011859532175193501,
Pb,clean,2024,pos_std,std,0.0008009088694076128,0.0001255110746465039,
Pb,clean,2024,wid_mean,mean,0.17870971516428152,0.002085644540224593,
Pb,clean,2024,wid_std,std,0.0009324296296296219,0.0003761711969900925,
Pb,clean,2024,area_mean,mean,2.448284357358671,0.021339808881702393,
Pb,clean,2024,area_std,std,0.09423301625969618,0.0017660738168434472,
Pb,clean,2024,skew_mean,mean,0.06167608372407588,0.0033756128158561704,
Pb,clean,2024,skew_std,std,0.21708162079682972,0.0048408859231023876,
Pb,clean,2024,snr_mean,mean,3.493996801483619,0.05004243857397765,
Pb,clean,2024,snr_std,std,0.045039733977385886,0.010062205857705784,
Pb,clean,2024,bl_mean,mean,0.09823961421653564,0.009405171701052893,
Pb,clean,2024,bl_std,std,0.0292427609100815,0.007236185185905376,
Pb,clean,2024,amp_cv,cv,0.018019228335007638,0.00030913069245788646,
Pb,clean,2024,pos_cv,cv,0.00044673303929195776,0.00011730139545003759,
Pb,clean,2024,area_cv,cv,0.8112602040152057,0.003272154701382634,
Pb,augmented,2024,amp_mean,mean,14.742008738690597,0.8643844374205726,
Pb,augmented,2024,amp_std,std,0.06858718280116101,0.00022742505544320717,
Pb,augmented,2024,pos_mean,mean,0.16669975715288995,0.012485679638974768,
Pb,augmented,2024,pos_std,std,0.6538971494009138,0.0016786761461681605,
Pb,augmented,2024,wid_mean,mean,0.20367653170184905,0.0021785631804680486,
Pb,augmented,2024,wid_std,std,0.10030637867227624,0.0008504521177281106,
Pb,augmented,2024,area_mean,mean,2.6695852495506243,0.022742636017396387,
Pb,augmented,2024,area_std,std,0.06809115054616027,0.004961791113010403,
Pb,augmented,2024,skew_mean,mean,0.012273746164944324,0.0023722984488887644,
Pb,augmented,2024,skew_std,std,0.10239204792104425,0.008178763719471144,
Pb,augmented,2024,snr_mean,mean,3.6998910285742967,0.05643434285260316,
Pb,augmented,2024,snr_std,std,0.02500113194635094,0.008986241659075677,
Pb,augmented,2024,bl_mean,mean,0.04311207560958039,0.009004504815826904,
Pb,augmented,2024,bl_std,std,0.48292851551252813,0.0048315299155020155,
Pb,augmented,2024,amp_cv,cv,0.0076986517230201775,0.00021747454053984208,
Pb,augmented,2024,pos_cv,cv,0.00192209725835244,6.90932806030118e-05,
Pb,augmented,2024,area_cv,cv,0.016668361895789498,0.0003960900777278868,
Cd,clean,88,amp_mean,mean,0.9902221522079573,0.003472474444253005,
Cd,clean,88,amp_std,std,0.03023015032907083,0.0013185506208541148,
Cd,clean,88,pos_mean,mean,0.14983901133252037,0.001115572489792702,
Cd,clean,88,pos_std,std,0.0006793348399957821,0.00012832318939709668,
Cd,clean,88,wid_mean,mean,26.92485582289792,0.6984679681686193,
Cd,clean,88,wid_std,std,0.001689744268077603,0.0021790236367006427,
Cd,clean,88,area_mean,mean,0.6363319639090055,0.009113465471097945,
Cd,clean,88,area_std,std,0.004698031056756346,0.0005319180535740869,
Cd,clean,88,skew_mean,mean,0.7169160034619708,0.027458396899235273,
Cd,clean,88,skew_std,std,0.045642882181347134,0.0038854000547848175,
Cd,clean,88,snr_mean,mean,3.582541134206893,0.006071783902458989,
Cd,clean,88,snr_std,std,0.06720104168687797,0.0005886079950039693,
Cd,clean,88,bl_mean,mean,10.661206028774014,0.24232888027405666,
Cd,clean,88,bl_std,std,0.033088929868680846,0.0013400705348201177,
Cd,clean,88,amp_cv,cv,0.06801530343938789,0.000616133423241971,
Cd,clean,88,pos_cv,cv,0.01677725451531952,0.0005357063341918226,
Cd,clean,88,area_cv,cv,0.0029201895109579766,0.0008477245079175018,
Cd,augmented,88,amp_mean,mean,0.8312855458739147,0.002913045303245523,
Cd,augmented,88,amp_std,std,0.4148504601562767,0.01613958049117921,
Cd,augmented,88,pos_mean,mean,0.15246249383587301,0.0008053914234945887,
Cd,augmented,88,pos_std,std,0.0013302372802601492,0.00015669547528399802,
Cd,augmented,88,wid_mean,mean,26.180958218254723,0.6997514361217225,
Cd,augmented,88,wid_std,std,0.020646506587987994,0.0014644383546067357,
Cd,augmented,88,area_mean,mean,1.0007085984751793,0.011937220304226712,
Cd,augmented,88,area_std,std,0.6521915738638435,0.02076004970002059,
Cd,augmented,88,skew_mean,mean,0.2780380613626129,0.016245671207941275,
Cd,augmented,88,skew_std,std,0.9712814756881082,0.0030558587551268216,
Cd,augmented,88,snr_mean,mean,0.47179375039279314,0.008375786680480665,
Cd,augmented,88,snr_std,std,0.08902474970674347,0.000953528769050073,
Cd,augmented,88,bl_mean,mean,5.639016987348831,0.21406541269097698,
Cd,augmented,88,bl_std,std,0.13912175967583346,0.0014617041086381038,
Cd,augmented,88,amp_cv,cv,0.03860790865473475,0.000546622712497725,
Cd,augmented,88,pos_cv,cv,0.00789333218297949,0.00022546815093538975,
Cd,augmented,88,area_cv,cv,0.005280582023846453,0.0011420897505730527,
Pb,clean,88,amp_mean,mean,15.020094218452689,0.7932104296745699,
Pb,clean,88,amp_std,std,0.033871378061875484,0.0008504424228604223,
Pb,clean,88,pos_mean,mean,0.16487718835795556,0.012380958921091449,
Pb,clean,88,pos_std,std,0.0019389302278761179,0.0003146388312821548,
Pb,clean,88,wid_mean,mean,0.12665781433133855,0.0018304180093753303,
Pb,clean,88,wid_std,std,0.015788679054075945,0.000261398054161826,
Pb,clean,88,area_mean,mean,3.17467221136633,0.029548055355751352,
Pb,clean,88,area_std,std,0.04859746464923752,0.004232312854376768,
Pb,clean,88,skew_mean,mean,0.044175053645332196,0.003063632693057325,
Pb,clean,88,skew_std,std,0.1849542685873408,0.0010462213245152005,
Pb,clean,88,snr_mean,mean,3.4253270775712914,0.11696381653264648,
Pb,clean,88,snr_std,std,0.03415097682485616,0.006193557156307296,
Pb,clean,88,bl_mean,mean,0.06809386390439279,0.020337179435376163,
Pb,clean,88,bl_std,std,0.04449536940294462,0.0060416399297038535,
Pb,clean,88,amp_cv,cv,0.04833661328227175,0.00027794557662866304,
Pb,clean,88,pos_cv,cv,0.0031246833911712734,0.0004110330866389626,
Pb,clean,88,area_cv,cv,0.9652623474933574,0.003036320141656876,
Pb,augmented,88,amp_mean,mean,14.901132371517145,0.801496559767169,
Pb,augmented,88,amp_std,std,0.0663394882084228,0.00042325418180631097,
Pb,augmented,88,pos_mean,mean,0.08822336931387398,0.007657591130526907,
Pb,augmented,88,pos_std,std,0.3788531771544238,0.0009128740122699131,
Pb,augmented,88,wid_mean,mean,0.32513459793498023,0.0014718261749887456,
Pb,augmented,88,wid_std,std,0.33367221875114816,0.0014848618192889699,
Pb,augmented,88,area_mean,mean,2.854604609638679,0.025249598937009256,
Pb,augmented,88,area_std,std,0.2511702771792639,0.02126651748707474,
Pb,augmented,88,skew_mean,mean,0.019957724014229666,0.0049912878196479,
Pb,augmented,88,skew_std,std,0.1464604741321148,0.0012381511337513943,
Pb,augmented,88,snr_mean,mean,4.246446248271341,0.10688332975821338,
Pb,augmented,88,snr_std,std,0.07619552290208242,0.0028000939972336446,
Pb,augmented,88,bl_mean,mean,0.03777211974308612,0.02084874036402369,
Pb,augmented,88,bl_std,std,0.35536353357063877,0.002374067168035008,
Pb,augmented,88,amp_cv,cv,0.005063625457799636,7.787402218240368e-05,
Pb,augmented,88,pos_cv,cv,0.04476430576719589,0.00034239522444319944,
Pb,augmented,88,area_cv,cv,0.006936132439930321,0.0004809770023355063,
Cd,clean,314,amp_mean,mean,1.2398365469656445,0.005641558686187399,
Cd,clean,314,amp_std,std,0.05367766711298194,0.0016018187266518614,
Cd,clean,314,pos_mean,mean,0.1451847371353942,0.0020565549296042577,
Cd,clean,314,pos_std,std,0.0005350027943588354,0.0008561976975954811,
Cd,clean,314,wid_mean,mean,18.78124304042248,0.6726023638504819,
Cd,clean,314,wid_std,std,0.000528514197530855,0.0023374955202525153,
Cd,clean,314,area_mean,mean,0.5606547578632315,0.014403858714818469,
Cd,clean,314,area_std,std,0.008410473619090853,0.0018003809423612566,
Cd,clean,314,skew_mean,mean,0.505979281635832,0.013894861943438796,
Cd,clean,314,skew_std,std,0.06189328601560216,0.005601692424554564,
Cd,clean,314,snr_mean,mean,3.186070980013379,0.00752242061715815,
Cd,clean,314,snr_std,std,0.11613953058116366,0.0007459323307539386,
Cd,clean,314,bl_mean,mean,7.77134277754042,0.26592909603363574,
Cd,clean,314,bl_std,std,0.02997297654759662,0.0009460157709312104,
Cd,clean,314,amp_cv,cv,0.05086529141441733,0.0013869293349345097,
Cd,clean,314,pos_cv,cv,0.011936327184770784,0.0008289831907501863,
Cd,clean,314,area_cv,cv,0.004532681037156927,0.001843839285889872,
Cd,augmented,314,amp_mean,mean,1.55810838424549,0.005008188087051924,
Cd,augmented,314,amp_std,std,0.4682965338512801,0.027031230908823388,
Cd,augmented,314,pos_mean,mean,0.14076168046363363,0.0008461399137092827,
Cd,augmented,314,pos_std,std,0.006813287686968167,0.0005151682077783459,
Cd,augmented,314,wid_mean,mean,20.281140578435796,0.6430025193995127,
Cd,augmented,314,wid_std,std,0.011494155570609349,0.0011839692692333912,
Cd,augmented,314,area_mean,mean,1.880131860334459,0.02489006415222404,
Cd,augmented,314,area_std,std,0.6463732374764969,0.03516721440960584,
Cd,augmented,314,skew_mean,mean,0.6353016644980782,0.016986005885814528,
Cd,augmented,314,skew_std,std,0.05787526905282627,0.0009653101760758744,
Cd,augmented,314,snr_mean,mean,0.2036421731148273,0.0049128138705650404,
Cd,augmented,314,snr_std,std,0.017234047940137602,0.0005880056467441743,
Cd,augmented,314,bl_mean,mean,4.637030827712898,0.2346360648112068,
Cd,augmented,314,bl_std,std,0.02664570485911873,0.002089357583423805,
Cd,augmented,314,amp_cv,cv,0.008998299796664222,0.0005077958471625813,
Cd,augmented,314,pos_cv,cv,0.00827262649657684,0.0008056369078679893,
Cd,augmented,314,area_cv,cv,0.003051444199269715,0.0008645149232003461,
Pb,clean,314,amp_mean,mean,13.801951562549627,0.8301130253076423,
Pb,clean,314,amp_std,std,0.08206165947219538,0.0005177844107690213,
Pb,clean,314,pos_mean,mean,0.15253173396763856,0.017158516085651374,
